,thscode,ths_option_call_volume_option,ths_option_put_volume_option,ths_option_call_oi_option,ths_option_put_oi_option,ths_option_total_oi_pcr_option
2016-01-04,510050.SH,90065,85930,244727,197719,80.7917
2016-01-05,510050.SH,156974,137836,266722,188715,70.7534
2016-01-06,510050.SH,102273,63090,274744,193004,70.2487
2016-01-07,510050.SH,23185,21779,278031,193309,69.5279
2016-01-08,510050.SH,176273,151371,308551,183836,59.5804
2016-01-11,510050.SH,146515,121339,339452,186717,55.0054
2016-01-12,510050.SH,147441,98059,359165,193187,53.7878
2016-01-13,510050.SH,116960,91774,377266,198951,52.7349
2016-01-14,510050.SH,145262,111460,402085,198446,49.3542
2016-01-15,510050.SH,129305,116280,415508,198769,47.8376
2016-01-18,510050.SH,129638,93912,421214,200822,47.677
2016-01-19,510050.SH,153437,100890,422001,206498,48.9331
2016-01-20,510050.SH,111013,101673,431338,209083,48.4731
2016-01-21,510050.SH,131225,119552,437032,205839,47.0993
2016-01-22,510050.SH,119405,116788,436340,202049,46.3054
2016-01-25,510050.SH,89601,70573,442645,198292,44.7971
2016-01-26,510050.SH,134710,126931,464609,178845,38.4937
2016-01-27,510050.SH,158369,139477,307956,155778,50.5845
2016-01-28,510050.SH,110709,73065,336715,160470,47.6575
2016-01-29,510050.SH,132511,84383,354580,172346,48.6057
2016-02-01,510050.SH,107089,68594,367173,171469,46.6998
2016-02-02,510050.SH,87740,60880,373015,174546,46.7933
2016-02-03,510050.SH,79442,77505,382402,180280,47.1441
2016-02-04,510050.SH,80715,69061,383397,187859,48.9986
2016-02-05,510050.SH,59774,42922,392725,192970,49.1362
2016-02-15,510050.SH,85213,87562,406650,189658,46.6391
2016-02-16,510050.SH,120150,87843,399307,197097,49.3598
2016-02-17,510050.SH,90496,77660,396212,200506,50.6057
2016-02-18,510050.SH,98304,72016,389565,203258,52.1756
2016-02-19,510050.SH,82284,90232,389665,198423,50.9214
2016-02-22,510050.SH,140949,100456,378929,208997,55.1547
2016-02-23,510050.SH,92112,74434,388951,214772,55.2183
2016-02-24,510050.SH,90211,73032,281677,172399,61.2045
2016-02-25,510050.SH,123988,134563,314347,185165,58.9046
2016-02-26,510050.SH,95040,97321,322151,185438,57.5624
2016-02-29,510050.SH,129252,120529,342310,190943,55.7807
2016-03-01,510050.SH,129598,119337,343654,199634,58.0916
2016-03-02,510050.SH,181592,123791,334574,211298,63.1543
2016-03-03,510050.SH,128604,92331,338802,222383,65.638
2016-03-04,510050.SH,202119,153395,323841,247197,76.3328
2016-03-07,510050.SH,134630,104050,329504,258068,78.3201
2016-03-08,510050.SH,156857,152128,336103,264703,78.7565
2016-03-09,510050.SH,108524,107016,347779,265816,76.4324
2016-03-10,510050.SH,92245,78792,352046,269765,76.6278
2016-03-11,510050.SH,115058,108693,364115,272046,74.7143
2016-03-14,510050.SH,170978,136254,367203,280180,76.3011
2016-03-15,510050.SH,136833,109610,371043,282001,76.0022
2016-03-16,510050.SH,153548,130041,356346,303122,85.064
2016-03-17,510050.SH,188802,153246,340308,296424,87.1046
2016-03-18,510050.SH,173378,121958,337838,289290,85.6298
2016-03-21,510050.SH,194263,124535,317993,304963,95.9024
2016-03-22,510050.SH,108873,80584,323980,311890,96.2683
2016-03-23,510050.SH,111534,80706,198049,178939,90.3509
2016-03-24,510050.SH,94716,77093,220474,200221,90.8139
2016-03-25,510050.SH,71785,71226,235408,207559,88.1699
2016-03-28,510050.SH,97303,72824,252043,220937,87.6585
2016-03-29,510050.SH,91439,70111,272850,230108,84.335
2016-03-30,510050.SH,97604,76407,271340,235184,86.675
2016-03-31,510050.SH,88161,60802,283423,246008,86.7989
2016-04-01,510050.SH,110946,90969,285928,262686,91.8714
2016-04-05,510050.SH,117923,84634,292213,274310,93.8733
2016-04-06,510050.SH,79844,64397,305427,285610,93.5117
2016-04-07,510050.SH,106192,91530,316646,288177,91.0092
2016-04-08,510050.SH,110979,95860,328890,291799,88.7224
2016-04-11,510050.SH,117857,92393,329096,301080,91.48700000000001
2016-04-12,510050.SH,84879,71749,341559,311580,91.2229
2016-04-13,510050.SH,180971,139616,330349,320104,96.8987
2016-04-14,510050.SH,104022,82227,342793,331175,96.6108
2016-04-15,510050.SH,99037,78659,357755,343435,95.9973
2016-04-18,510050.SH,108995,74672,370988,353685,95.336
2016-04-19,510050.SH,94852,73994,380756,358674,94.2005
2016-04-20,510050.SH,214380,193628,390804,358871,91.8289
2016-04-21,510050.SH,159165,129780,378923,361304,95.3502
2016-04-22,510050.SH,117652,97978,383422,368054,95.9919
2016-04-25,510050.SH,110313,91797,383790,366683,95.5426
2016-04-26,510050.SH,115347,89730,386839,366597,94.7673
2016-04-27,510050.SH,101441,77163,275725,245674,89.1011
2016-04-28,510050.SH,104963,92842,304489,269249,88.4265
2016-04-29,510050.SH,75615,68341,324023,280629,86.6077
2016-05-03,510050.SH,131666,112575,330110,287075,86.9634
2016-05-04,510050.SH,76356,68472,342220,301407,88.074
2016-05-05,510050.SH,67527,62496,357368,312489,87.4418
2016-05-06,510050.SH,136842,148613,379563,331037,87.2153
2016-05-09,510050.SH,181804,199452,405776,326476,80.4572
2016-05-10,510050.SH,122275,108040,426725,333656,78.1899
2016-05-11,510050.SH,122141,101657,436993,343455,78.5951
2016-05-12,510050.SH,144849,139764,452537,351619,77.6995
2016-05-13,510050.SH,90099,81526,459849,356717,77.5726
2016-05-16,510050.SH,112255,105633,466548,360977,77.3719
2016-05-17,510050.SH,102091,94616,476673,367560,77.1095
2016-05-18,510050.SH,143495,143418,489679,378031,77.1998
2016-05-19,510050.SH,100214,84629,495515,380317,76.7519
2016-05-20,510050.SH,88321,90366,494400,381228,77.1092
2016-05-23,510050.SH,128101,109777,492042,378990,77.0239
2016-05-24,510050.SH,103964,93244,502524,378837,75.3868
2016-05-25,510050.SH,96915,83977,368774,320676,86.9573
2016-05-26,510050.SH,124801,125472,403959,347607,86.0501
2016-05-27,510050.SH,82224,75318,418754,364112,86.9513
2016-05-30,510050.SH,103817,90446,433673,382769,88.2621
2016-05-31,510050.SH,275404,204926,411660,405951,98.6132
2016-06-01,510050.SH,142426,92272,438796,416576,94.9361
2016-06-02,510050.SH,94322,79203,460228,421623,91.6118
2016-06-03,510050.SH,133430,101665,475852,434330,91.2742
2016-06-06,510050.SH,98692,76221,490534,443118,90.3338
2016-06-07,510050.SH,78289,54163,508515,451032,88.6959
2016-06-08,510050.SH,96035,87967,526929,459343,87.1736
2016-06-13,510050.SH,166135,148208,546830,455532,83.3041
2016-06-14,510050.SH,160809,147591,548382,452055,82.4343
2016-06-15,510050.SH,219580,178271,549006,461434,84.04899999999998
2016-06-16,510050.SH,134960,113841,556285,463968,83.4047
2016-06-17,510050.SH,169093,123695,544368,464276,85.2872
2016-06-20,510050.SH,132776,105987,547042,465454,85.0856
2016-06-21,510050.SH,177473,122335,537688,468440,87.1212
2016-06-22,510050.SH,124753,88798,329404,306143,92.9385
2016-06-23,510050.SH,84675,78842,352790,331538,93.976
2016-06-24,510050.SH,158969,182525,374666,362131,96.6544
2016-06-27,510050.SH,97480,92826,390150,368770,94.5201
2016-06-28,510050.SH,95510,88864,405036,384717,94.9834
2016-06-29,510050.SH,126449,102695,413808,396490,95.815
2016-06-30,510050.SH,102743,97954,409415,414022,101.1253
2016-07-01,510050.SH,84515,75600,418558,433053,103.4631
2016-07-04,510050.SH,204563,159844,413175,448205,108.4782
2016-07-05,510050.SH,144006,111056,428362,463517,108.2068
2016-07-06,510050.SH,119146,105902,434805,473462,108.8907
2016-07-07,510050.SH,123159,93923,442657,487287,110.0823
2016-07-08,510050.SH,102819,86591,456184,491426,107.7254
2016-07-11,510050.SH,199477,163798,448748,497493,110.8624
2016-07-12,510050.SH,284157,220188,438438,501329,114.3443
2016-07-13,510050.SH,338671,215783,434675,498761,114.7434
2016-07-14,510050.SH,134111,101988,457390,510315,111.5711
2016-07-15,510050.SH,131760,104195,466988,509372,109.07600000000001
2016-07-18,510050.SH,147444,105654,478941,518435,108.2461
2016-07-19,510050.SH,199056,174442,496020,519328,104.699
2016-07-20,510050.SH,115210,101699,509562,524470,102.9256
2016-07-21,510050.SH,156111,115087,508695,528493,103.8919
2016-07-22,510050.SH,149181,119958,522846,523069,100.0427
2016-07-25,510050.SH,145350,100566,525740,521647,99.2215
2016-07-26,510050.SH,193567,123704,519214,527302,101.5577
2016-07-27,510050.SH,300552,239071,429144,367149,85.5538
2016-07-28,510050.SH,178637,160035,453631,395010,87.0774
2016-07-29,510050.SH,94582,94959,466524,410965,88.0909
2016-08-01,510050.SH,127696,125578,482753,430725,89.2226
2016-08-02,510050.SH,105401,92704,496637,442707,89.141
2016-08-03,510050.SH,107839,87595,508837,451398,88.7117
2016-08-04,510050.SH,138680,122393,516771,458191,88.6642
2016-08-05,510050.SH,132592,104913,532519,471520,88.5452
2016-08-08,510050.SH,125912,116778,543791,482746,88.7742
2016-08-09,510050.SH,152096,132869,544907,499933,91.7465
2016-08-10,510050.SH,122582,94621,550674,510789,92.7571
2016-08-11,510050.SH,279655,212547,538901,523800,97.1978
2016-08-12,510050.SH,294182,218572,515612,540183,104.7654
2016-08-15,510050.SH,620942,426784,430309,566147,131.5675
2016-08-16,510050.SH,394827,245722,493420,584139,118.3858
2016-08-17,510050.SH,246084,152233,530599,596416,112.4043
2016-08-18,510050.SH,236657,155083,561291,606634,108.0783
2016-08-19,510050.SH,188047,127472,575532,608310,105.6953
2016-08-22,510050.SH,156006,113496,576240,607040,105.345
2016-08-23,510050.SH,232581,138598,570601,600942,105.3174
2016-08-24,510050.SH,222274,136727,472893,443704,93.8276
2016-08-25,510050.SH,215673,164993,533475,477731,89.5508
2016-08-26,510050.SH,181767,123891,561043,494877,88.2066
2016-08-29,510050.SH,174001,103479,592035,504022,85.1338
2016-08-30,510050.SH,171888,95426,613075,515474,84.0801
2016-08-31,510050.SH,181130,92475,633393,528848,83.4944
2016-09-01,510050.SH,162135,89550,658868,540294,82.0034
2016-09-02,510050.SH,149444,96087,665414,545118,81.9216
2016-09-05,510050.SH,173840,102311,685071,558177,81.4772
2016-09-06,510050.SH,208211,126292,704376,568910,80.7679
2016-09-07,510050.SH,167735,106033,711815,579258,81.3776
2016-09-08,510050.SH,105093,70156,729052,588208,80.6812
2016-09-09,510050.SH,159365,103950,738196,594342,80.5128
2016-09-12,510050.SH,335749,256764,772228,600887,77.8121
2016-09-13,510050.SH,188238,116665,782002,599021,76.601
2016-09-14,510050.SH,145463,118961,794477,597758,75.2392
2016-09-19,510050.SH,175080,124353,789584,594628,75.309
2016-09-20,510050.SH,117254,89583,796900,600401,75.3421
2016-09-21,510050.SH,146205,106042,802644,601919,74.992
2016-09-22,510050.SH,256500,180870,786570,598369,76.0732
2016-09-23,510050.SH,154144,107267,788784,600765,76.1634
2016-09-26,510050.SH,200308,178421,800848,596025,74.4242
2016-09-27,510050.SH,213544,175441,804171,590737,73.4591
2016-09-28,510050.SH,155807,120158,500382,401913,80.3212
2016-09-29,510050.SH,143243,95538,542137,422676,77.9648
2016-09-30,510050.SH,123219,77609,570821,445482,78.0423
2016-10-10,510050.SH,229011,150744,590044,470355,79.7152
2016-10-11,510050.SH,152649,99784,600856,486935,81.0402
2016-10-12,510050.SH,114432,86764,626873,505854,80.6948
2016-10-13,510050.SH,137804,88151,641229,516363,80.5271
2016-10-14,510050.SH,189566,126984,653377,533312,81.6239
2016-10-17,510050.SH,203802,155616,677374,549316,81.0949
2016-10-18,510050.SH,327670,208740,662626,558155,84.2338
2016-10-19,510050.SH,270812,167170,667136,563113,84.4075
2016-10-20,510050.SH,163532,107734,673989,564984,83.8269
2016-10-21,510050.SH,301969,219362,659741,565021,85.6429
2016-10-24,510050.SH,548359,340514,618533,586574,94.8331
2016-10-25,510050.SH,228915,150431,632301,596376,94.3184
2016-10-26,510050.SH,235275,136689,541533,489760,90.4395
2016-10-27,510050.SH,190737,150587,579083,526838,90.978
2016-10-28,510050.SH,290805,173959,600780,545499,90.7985
2016-10-31,510050.SH,200145,146218,624888,551549,88.2637
2016-11-01,510050.SH,211832,127254,641764,567967,88.5009
2016-11-02,510050.SH,197023,139238,673833,579014,85.9284
2016-11-03,510050.SH,425433,263604,653389,598079,91.5349
2016-11-04,510050.SH,251967,134283,663213,613821,92.5526
2016-11-07,510050.SH,172167,111617,665559,626032,94.0611
2016-11-08,510050.SH,331224,196804,659376,632791,95.9682
2016-11-09,510050.SH,470101,367387,691992,640815,92.6044
2016-11-10,510050.SH,324937,250109,693608,647582,93.3643
2016-11-11,510050.SH,423048,264796,664587,669770,100.7799
2016-11-14,510050.SH,515593,304331,654094,683626,104.5149
2016-11-15,510050.SH,208387,142955,676069,688501,101.8389
2016-11-16,510050.SH,181719,122803,697171,697241,100.01
2016-11-17,510050.SH,221015,161991,699496,690861,98.7655
2016-11-18,510050.SH,203792,136838,691419,685913,99.2037
2016-11-21,510050.SH,500914,348876,645312,696160,107.8796
2016-11-22,510050.SH,414098,223485,619975,713836,115.1395
2016-11-23,510050.SH,458919,212783,538203,548489,101.9112
2016-11-24,510050.SH,297771,196351,557428,584163,104.7961
2016-11-25,510050.SH,391480,259276,561538,606467,108.0011
2016-11-28,510050.SH,536334,299304,550955,637897,115.7802
2016-11-29,510050.SH,587123,372479,556512,701534,126.0591
2016-11-30,510050.SH,512125,341076,630476,721994,114.5157
2016-12-01,510050.SH,393908,264847,650087,735915,113.2025
2016-12-02,510050.SH,362409,260624,680853,746087,109.5812
2016-12-05,510050.SH,412770,302288,739647,718157,97.0946
2016-12-06,510050.SH,263794,184927,763719,718943,94.1371
2016-12-07,510050.SH,266807,195720,804413,714363,88.8055
2016-12-08,510050.SH,282444,162307,809072,722317,89.2772
2016-12-09,510050.SH,503486,308052,770114,745477,96.8009
2016-12-12,510050.SH,543013,401320,802540,750749,93.5466
2016-12-13,510050.SH,302163,226569,852048,755750,88.6981
2016-12-14,510050.SH,236897,169390,866444,759236,87.6267
2016-12-15,510050.SH,511799,554698,933859,693780,74.2917
2016-12-16,510050.SH,305042,244705,953961,703241,73.718
2016-12-19,510050.SH,287228,251853,980637,694579,70.8294
2016-12-20,510050.SH,407027,428168,1020640,669682,65.6139
2016-12-21,510050.SH,398362,277753,1019825,677180,66.4016
2016-12-22,510050.SH,240816,189999,1026830,680721,66.2934
2016-12-23,510050.SH,253647,200745,1041388,681034,65.3968
2016-12-26,510050.SH,391398,333753,1047220,667349,63.7258
2016-12-27,510050.SH,249700,172651,1050035,664458,63.2796
2016-12-28,510050.SH,235799,192434,702224,471611,67.1596
2016-12-29,510050.SH,212742,156326,766405,498513,65.0456
2016-12-30,510050.SH,175435,130546,798126,517156,64.7963
2017-01-03,510050.SH,280199,171349,808471,525291,64.9734
2017-01-04,510050.SH,246591,182843,800572,537922,67.1922
2017-01-05,510050.SH,177188,138269,807196,551810,68.3613
2017-01-06,510050.SH,179617,123642,811908,563696,69.4286
2017-01-09,510050.SH,191388,143385,826941,569264,68.8397
2017-01-10,510050.SH,166927,126427,831674,578843,69.5997
2017-01-11,510050.SH,219266,197034,845145,585063,69.2263
2017-01-12,510050.SH,212286,179450,858528,586660,68.3332
2017-01-13,510050.SH,311909,246009,849680,591036,69.5598
2017-01-16,510050.SH,506035,415744,818626,595274,72.7162
2017-01-17,510050.SH,253942,202903,798316,591971,74.1525
2017-01-18,510050.SH,356386,255286,775648,596826,76.9455
2017-01-19,510050.SH,256967,208118,781905,600605,76.813
2017-01-20,510050.SH,229071,181746,769242,606202,78.8051
2017-01-23,510050.SH,253181,184496,776852,620860,79.92
2017-01-24,510050.SH,190402,130734,770507,630238,81.7952
2017-01-25,510050.SH,208072,140058,548016,456583,83.3156
2017-01-26,510050.SH,207095,186841,594553,511451,86.0228
2017-02-03,510050.SH,229930,175303,640059,540772,84.4878
2017-02-06,510050.SH,207060,179909,676278,552587,81.71
2017-02-07,510050.SH,195048,150102,704656,567550,80.5428
2017-02-08,510050.SH,314604,220658,720839,590084,81.8607
2017-02-09,510050.SH,343959,230904,738942,612976,82.9532
2017-02-10,510050.SH,340392,222989,734869,640004,87.0909
2017-02-13,510050.SH,291099,180249,749143,661627,88.3179
2017-02-14,510050.SH,213327,157039,768809,665778,86.5986
2017-02-15,510050.SH,313617,222184,777304,678310,87.2644
2017-02-16,510050.SH,219067,163479,789733,698232,88.4137
2017-02-17,510050.SH,413273,304434,808337,707837,87.5671
2017-02-20,510050.SH,452520,366744,778069,704247,90.5122
2017-02-21,510050.SH,422199,246224,777710,706676,90.8663
2017-02-22,510050.SH,272275,178205,716209,565572,78.9675
2017-02-23,510050.SH,331584,227741,781398,609859,78.0472
2017-02-24,510050.SH,218222,178440,816154,642601,78.7353
2017-02-27,510050.SH,237179,180413,865587,667929,77.1649
2017-02-28,510050.SH,219432,161897,897069,683243,76.1639
2017-03-01,510050.SH,256261,169165,921879,695916,75.4889
2017-03-02,510050.SH,317503,228318,970765,717329,73.8932
2017-03-03,510050.SH,282649,246274,1009265,736654,72.9892
2017-03-06,510050.SH,251527,189237,1035292,746571,72.1121
2017-03-07,510050.SH,184566,135332,1044474,758349,72.6058
2017-03-08,510050.SH,182057,151157,1043734,762902,73.0935
2017-03-09,510050.SH,323020,241060,1067087,769971,72.1563
2017-03-10,510050.SH,210966,158253,1082055,774690,71.5943
2017-03-13,510050.SH,372299,289065,1056194,777715,73.6337
2017-03-14,510050.SH,225683,176960,1061570,768399,72.3833
2017-03-15,510050.SH,236385,204763,1068656,773664,72.396
2017-03-16,510050.SH,409256,286563,1042661,767159,73.577
2017-03-17,510050.SH,375680,308427,1070720,764737,71.4227
2017-03-20,510050.SH,305069,243015,1062753,756951,71.2255
2017-03-21,510050.SH,294847,223363,1042177,743724,71.3625
2017-03-22,510050.SH,372034,318069,731546,531524,72.6576
2017-03-23,510050.SH,353429,284294,786922,565581,71.8726
2017-03-24,510050.SH,359532,290178,794831,590114,74.244
2017-03-27,510050.SH,307309,217572,814400,593557,72.8827
2017-03-28,510050.SH,193441,156503,850478,611640,71.9172
2017-03-29,510050.SH,217783,158773,870902,625787,71.855
2017-03-30,510050.SH,266730,223227,924332,644841,69.7629
2017-03-31,510050.SH,198458,138622,914029,655970,71.7669
2017-04-05,510050.SH,382016,282832,885985,668615,75.4657
2017-04-06,510050.SH,290062,225769,884560,685378,77.4824
2017-04-07,510050.SH,236452,200988,895694,698782,78.0157
2017-04-10,510050.SH,179043,138891,915200,700619,76.5536
2017-04-11,510050.SH,451857,379865,966587,706091,73.0499
2017-04-12,510050.SH,280284,213062,993309,715373,72.0192
2017-04-13,510050.SH,185054,150771,1006063,726212,72.1836
2017-04-14,510050.SH,323883,272286,1065931,744889,69.8815
2017-04-17,510050.SH,320158,257531,1114793,761246,68.2859
2017-04-18,510050.SH,204647,159913,1137403,763211,67.1012
2017-04-19,510050.SH,428626,372071,1200167,767383,63.9397
2017-04-20,510050.SH,288465,238322,1185821,757678,63.8948
2017-04-21,510050.SH,345653,275327,1155842,747246,64.6495
2017-04-24,510050.SH,366845,280138,1160911,756403,65.156
2017-04-25,510050.SH,306318,204001,1113839,742150,66.6299
2017-04-26,510050.SH,396603,273904,853685,613242,71.8347
2017-04-27,510050.SH,344928,296191,909902,642393,70.6002
2017-04-28,510050.SH,233648,170990,951498,658955,69.2545
2017-05-02,510050.SH,162551,137608,977833,673823,68.9098
2017-05-03,510050.SH,207817,174974,1018474,698606,68.5934
2017-05-04,510050.SH,257013,207595,1052133,723227,68.7391
2017-05-05,510050.SH,384974,397063,1100312,738393,67.1076
2017-05-08,510050.SH,275751,265297,1114526,745189,66.8615
2017-05-09,510050.SH,177972,165484,1130943,762558,67.4267
2017-05-10,510050.SH,278019,221859,1108971,758747,68.419
2017-05-11,510050.SH,295624,232984,1095471,765760,69.9024
2017-05-12,510050.SH,567503,412252,991170,771702,77.8577
2017-05-15,510050.SH,429075,276265,957073,789381,82.4787
2017-05-16,510050.SH,311648,233617,964991,797138,82.6057
2017-05-17,510050.SH,248580,186366,972439,806960,82.9831
2017-05-18,510050.SH,263562,254393,990907,801812,80.917
2017-05-19,510050.SH,194544,166784,991055,808007,81.53
2017-05-22,510050.SH,358630,241731,960067,815994,84.9934
2017-05-23,510050.SH,658939,377874,904908,841477,92.9903
2017-05-24,510050.SH,491958,310406,785635,663101,84.4032
2017-05-25,510050.SH,929700,642596,737548,776693,105.3075
2017-05-26,510050.SH,616745,424688,736247,799828,108.6358
2017-05-31,510050.SH,601114,387625,752537,835912,111.0792
2017-06-01,510050.SH,386648,261785,766471,865518,112.9225
2017-06-02,510050.SH,384807,280235,796813,885709,111.1564
2017-06-05,510050.SH,351040,308038,830597,871787,104.9591
2017-06-06,510050.SH,333931,230312,850913,890124,104.6081
2017-06-07,510050.SH,493440,301508,843328,904586,107.2638
2017-06-08,510050.SH,429446,274922,834101,932439,111.7897
2017-06-09,510050.SH,583391,380919,782388,950681,121.5102
2017-06-12,510050.SH,430211,323443,792260,987352,124.6247
2017-06-13,510050.SH,341698,277138,810968,1003602,123.7536
2017-06-14,510050.SH,404058,348658,842207,967298,114.8528
2017-06-15,510050.SH,402307,344355,882325,934584,105.9229
2017-06-16,510050.SH,321251,218474,904159,928529,102.6953
2017-06-19,510050.SH,473013,340442,899720,935433,103.9693
2017-06-20,510050.SH,374605,280419,916742,942393,102.7981
2017-06-21,510050.SH,493569,356800,901280,962826,106.8287
2017-06-22,510050.SH,886530,578517,816873,988123,120.9641
2017-06-23,510050.SH,552981,397034,806216,1005372,124.7026
2017-06-26,510050.SH,647523,370336,785321,1029134,131.0463
2017-06-27,510050.SH,467327,314761,762769,1035514,135.7572
2017-06-28,510050.SH,472762,293734,636521,635718,99.8738
2017-06-29,510050.SH,365471,281269,674797,694148,102.8677
2017-06-30,510050.SH,283593,218495,707691,720877,101.8632
2017-07-03,510050.SH,301469,254944,727316,744788,102.4023
2017-07-04,510050.SH,333434,271182,761456,736535,96.7272
2017-07-05,510050.SH,492743,341054,753115,775574,102.9821
2017-07-06,510050.SH,487366,323492,761904,798124,104.7539
2017-07-07,510050.SH,309393,234314,793462,819668,103.3027
2017-07-10,510050.SH,354357,255336,795546,843149,105.9837
2017-07-11,510050.SH,743787,535563,736607,855983,116.2062
2017-07-12,510050.SH,740646,542862,741134,879291,118.6413
2017-07-13,510050.SH,574348,406459,742440,926778,124.8287
2017-07-14,510050.SH,699917,479907,741770,957240,129.0481
2017-07-17,510050.SH,989590,676125,719074,994476,138.2995
2017-07-18,510050.SH,648189,496918,754484,966611,128.1155
2017-07-19,510050.SH,752410,512554,707839,967201,136.6414
2017-07-20,510050.SH,602482,436805,757015,966566,127.6812
2017-07-21,510050.SH,491255,351899,777192,963831,124.0145
2017-07-24,510050.SH,555191,412615,770289,996122,129.31799999999998
2017-07-25,510050.SH,447997,307386,762270,996266,130.6973
2017-07-26,510050.SH,553069,419941,691242,667753,96.6019
2017-07-27,510050.SH,422857,356976,746596,710208,95.1261
2017-07-28,510050.SH,308462,258733,781675,741627,94.8766
2017-07-31,510050.SH,315858,259841,813790,769105,94.509
2017-08-01,510050.SH,482922,377093,784690,802850,102.3143
2017-08-02,510050.SH,493147,393703,793755,832238,104.8482
2017-08-03,510050.SH,498832,366256,863194,835089,96.7441
2017-08-04,510050.SH,414168,340502,900946,831309,92.2707
2017-08-07,510050.SH,356726,292420,927856,829820,89.4341
2017-08-08,510050.SH,341305,258225,936359,834994,89.1746
2017-08-09,510050.SH,353952,272884,935648,832846,89.0127
2017-08-10,510050.SH,613230,497007,937445,825115,88.0174
2017-08-11,510050.SH,618952,531621,977063,797998,81.6731
2017-08-14,510050.SH,514881,399417,947034,802164,84.7028
2017-08-15,510050.SH,498325,361691,930452,814945,87.5859
2017-08-16,510050.SH,332430,280537,952451,820890,86.1871
2017-08-17,510050.SH,336569,278447,953209,824503,86.4976
2017-08-18,510050.SH,429375,342198,930737,829538,89.12700000000002
2017-08-21,510050.SH,374748,290143,929139,819611,88.2119
2017-08-22,510050.SH,489006,336027,878214,822642,93.6722
2017-08-23,510050.SH,608192,340107,611944,623550,101.8966
2017-08-24,510050.SH,472290,370893,685259,692158,101.0068
2017-08-25,510050.SH,644810,496290,665286,759242,114.1226
2017-08-28,510050.SH,746657,550614,665012,803650,120.8474
2017-08-29,510050.SH,379153,255981,707269,824847,116.6242
2017-08-30,510050.SH,497880,334944,739723,868925,117.4663
2017-08-31,510050.SH,442978,334250,797987,876346,109.8196
2017-09-01,510050.SH,436789,311032,836422,898753,107.4521
2017-09-04,510050.SH,289529,216493,871955,915873,105.0367
2017-09-05,510050.SH,433979,277535,875947,932840,106.495
2017-09-06,510050.SH,395599,251527,912324,936659,102.6674
2017-09-07,510050.SH,400669,271515,926038,936139,101.0908
2017-09-08,510050.SH,376885,261229,955517,932420,97.5828
2017-09-11,510050.SH,442975,305033,1002622,936725,93.4275
2017-09-12,510050.SH,429357,276446,1028336,946293,92.0218
2017-09-13,510050.SH,326797,177498,1061414,953962,89.8765
2017-09-14,510050.SH,482492,304258,1048668,935108,89.171
2017-09-15,510050.SH,424244,279245,1060719,933397,87.9966
2017-09-18,510050.SH,514703,342376,1062862,943086,88.7308
2017-09-19,510050.SH,455969,280419,1070408,937484,87.5819
2017-09-20,510050.SH,331333,214423,1080374,941717,87.1658
2017-09-21,510050.SH,409834,277266,1073277,946340,88.17299999999999
2017-09-22,510050.SH,377070,244048,1065841,940253,88.21700000000001
2017-09-25,510050.SH,358020,238161,1059941,936979,88.3992
2017-09-26,510050.SH,329356,189599,1035032,928056,89.6645
2017-09-27,510050.SH,380705,215275,730439,570126,78.0525
2017-09-28,510050.SH,319118,219025,808448,608704,75.2929
2017-09-29,510050.SH,303022,200803,853042,642436,75.3112
2017-10-09,510050.SH,611421,380575,853245,669016,78.4084
2017-10-10,510050.SH,448081,289684,921492,693783,75.2891
2017-10-11,510050.SH,363362,194406,911940,700309,76.7933
2017-10-12,510050.SH,305794,187453,901360,714941,79.318
2017-10-13,510050.SH,241432,142289,913226,721547,79.0108
2017-10-16,510050.SH,430291,267279,879354,724440,82.3832
2017-10-17,510050.SH,312225,199481,884138,724341,81.9262
2017-10-18,510050.SH,444851,276386,816508,729212,89.3086
2017-10-19,510050.SH,426364,249264,820766,737797,89.8913
2017-10-20,510050.SH,345830,248112,838021,739546,88.2491
2017-10-23,510050.SH,313052,184687,834736,744341,89.1708
2017-10-24,510050.SH,592148,319722,775119,780222,100.6584
2017-10-25,510050.SH,461486,259079,585001,606398,103.6576
2017-10-26,510050.SH,599039,451094,599526,658753,109.87899999999999
2017-10-27,510050.SH,675187,511376,623595,718737,115.257
2017-10-30,510050.SH,661698,466059,642783,735679,114.4522
2017-10-31,510050.SH,311481,244351,677220,751136,110.9146
2017-11-01,510050.SH,591732,394275,694656,769127,110.7206
2017-11-02,510050.SH,389116,287427,713440,779901,109.3156
2017-11-03,510050.SH,406059,331074,732239,786939,107.4702
2017-11-06,510050.SH,336727,252485,762397,802851,105.3062
2017-11-07,510050.SH,705961,482089,709556,813397,114.6346
2017-11-08,510050.SH,745447,485585,729524,843396,115.6091
2017-11-09,510050.SH,448214,335168,757955,853156,112.5602
2017-11-10,510050.SH,886673,551373,685694,904080,131.8489
2017-11-13,510050.SH,669791,464504,688608,940941,136.6439
2017-11-14,510050.SH,562933,439283,736423,952746,129.3748
2017-11-15,510050.SH,532741,409068,787754,950607,120.6731
2017-11-16,510050.SH,647352,457670,759297,961122,126.5805
2017-11-17,510050.SH,1066165,666340,670802,982198,146.4214
2017-11-20,510050.SH,1030607,690981,673189,1012623,150.4218
2017-11-21,510050.SH,1234967,754956,635393,1048262,164.9785
2017-11-22,510050.SH,913299,608176,592817,800070,134.9607
2017-11-23,510050.SH,894317,632320,733374,823865,112.339
